"Level";"RoleAssignmentId";"RoleAssignmentPIMRelated";"RoleAssignmentPIMAssignmentType";"RoleAssignmentPIMAssignmentSlotStart";"RoleAssignmentPIMAssignmentSlotEnd";"CreatedBy";"CreatedOn";"UpdatedBy";"UpdatedOn";"MgId";"MgName";"MgParentId";"MgParentName";"SubscriptionId";"SubscriptionName";"Scope";"ScopeTenOrMgOrSubOrRGOrRes";"RoleAssignmentScopeName";"RoleAssignmentScopeRG";"RoleAssignmentScopeRes";"RoleClear";"RoleId";"RoleType";"RoleDataRelated";"AssignmentType";"AssignmentInheritFrom";"GroupMembersCount";"ObjectDisplayName";"ObjectSignInName";"ObjectId";"ObjectType";"RbacRelatedPolicyAssignmentClear";"RoleSecurityCustomRoleOwner";"RoleSecurityOwnerAssignmentSP";"RoleCanDoRoleAssignments"
"1";"/providers/microsoft.authorization/roleassignments/ee28d888-87f3-4784-a87c-ea020189db74";"False";"";"";"";"ObjectType: User Member, ObjectDisplayName: System Administrator, ObjectSignInName: autocloudarc@autocloudarc.dev, ObjectId: 1c928d69-50e7-4ffe-a193-f1dbc9ec2ff9";"03/25/2025 21:40:49";"ObjectType: User Member, ObjectDisplayName: System Administrator, ObjectSignInName: autocloudarc@autocloudarc.dev, ObjectId: 1c928d69-50e7-4ffe-a193-f1dbc9ec2ff9";"03/25/2025 21:40:49";"alz";"Azure Landing Zones";"54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"Tenant Root Group";"";"";"inherited Tenant";"Ten";"";"";"";"Reader";"acdd72a7-3385-48ef-bd42-f606fba81ae7";"Builtin";"false";"direct";"";"";"ado-user-cap-01";"n/a";"a8a72541-fb63-4da2-98c7-4c06b0966a51";"SP APP INT";"none";"0";"0";"False"
"1";"/providers/microsoft.authorization/roleassignments/fcee7b62-c90a-4de2-8ecb-1536a2febdc6";"False";"";"";"";"ObjectType: User Member, ObjectDisplayName: System Administrator, ObjectSignInName: autocloudarc@autocloudarc.dev, ObjectId: 1c928d69-50e7-4ffe-a193-f1dbc9ec2ff9";"07/25/2024 12:33:49";"ObjectType: User Member, ObjectDisplayName: System Administrator, ObjectSignInName: autocloudarc@autocloudarc.dev, ObjectId: 1c928d69-50e7-4ffe-a193-f1dbc9ec2ff9";"07/25/2024 12:33:49";"alz";"Azure Landing Zones";"54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"Tenant Root Group";"";"";"inherited Tenant";"Ten";"";"";"";"Owner";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Builtin";"false";"direct";"";"";"System Administrator";"autocloudarc@autocloudarc.dev";"1c928d69-50e7-4ffe-a193-f1dbc9ec2ff9";"User Member";"none";"0";"0";"True"
"1";"/providers/microsoft.management/managementgroups/54d665dd-30f1-45c5-a8d5-d6ffcdb518f9/providers/microsoft.authorization/roleassignments/0fb9421b-615d-58f6-abed-24163bd30dbf";"False";"";"";"";"ObjectType: SP APP EXT, ObjectDisplayName: MCAPSGov-AutomationApp, ObjectSignInName: n/a, ObjectId: d2d58a6c-d725-401a-944d-19d295b91ed0";"12/09/2025 07:57:28";"ObjectType: SP APP EXT, ObjectDisplayName: MCAPSGov-AutomationApp, ObjectSignInName: n/a, ObjectId: d2d58a6c-d725-401a-944d-19d295b91ed0";"12/09/2025 07:57:28";"alz";"Azure Landing Zones";"54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"Tenant Root Group";"";"";"inherited 54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"Mg";"54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"";"";"Owner";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Builtin";"false";"direct";"";"";"MCAPSGovDeployPolicies";"n/a";"4211d2ef-4813-4dfa-a942-8ac0e7d33719";"SP MI Sys";"/providers/microsoft.management/managementgroups/54d665dd-30f1-45c5-a8d5-d6ffcdb518f9/providers/microsoft.authorization/policyassignments/mcapsgovdeploypolicies (Set of Deploy and Modify policies used by MCAPS Governance to ensure resources are compliant with security controls)";"0";"1";"True"
"1";"/providers/microsoft.management/managementgroups/54d665dd-30f1-45c5-a8d5-d6ffcdb518f9/providers/microsoft.authorization/roleassignments/1f01922e-0fbc-4224-b4e3-1b8fd29e29e6";"False";"";"";"";"ObjectType: User Member, ObjectDisplayName: System Administrator, ObjectSignInName: autocloudarc@autocloudarc.dev, ObjectId: 1c928d69-50e7-4ffe-a193-f1dbc9ec2ff9";"07/17/2024 03:49:38";"ObjectType: User Member, ObjectDisplayName: System Administrator, ObjectSignInName: autocloudarc@autocloudarc.dev, ObjectId: 1c928d69-50e7-4ffe-a193-f1dbc9ec2ff9";"07/17/2024 03:49:38";"alz";"Azure Landing Zones";"54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"Tenant Root Group";"";"";"inherited 54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"Mg";"54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"";"";"Owner";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Builtin";"false";"direct";"";"";"Microsoft Demos";"n/a";"3ba76acc-be40-4508-a9cb-2853c9ef3396";"SP APP EXT";"none";"0";"1";"True"
"1";"/providers/microsoft.management/managementgroups/54d665dd-30f1-45c5-a8d5-d6ffcdb518f9/providers/microsoft.authorization/roleassignments/2f7005d5-b392-446c-b752-74bde229b70f";"False";"";"";"";"34c514a2-1abe-45df-b644-04062abac611";"04/30/2025 18:47:42";"34c514a2-1abe-45df-b644-04062abac611";"04/30/2025 18:47:42";"alz";"Azure Landing Zones";"54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"Tenant Root Group";"";"";"inherited 54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"Mg";"54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"";"";"Owner";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Builtin";"false";"direct";"";"";"managedenvironments-ar-tenant-connector";"n/a";"40b922de-ef06-430f-a397-a32d3fa5afca";"SP APP EXT";"none";"0";"1";"True"
"1";"/providers/microsoft.management/managementgroups/54d665dd-30f1-45c5-a8d5-d6ffcdb518f9/providers/microsoft.authorization/roleassignments/3ed3625d-413d-4fe8-ad66-f794fbf59221";"False";"";"";"";"ObjectType: SP APP EXT, ObjectDisplayName: managedenvironments-ar-tenant-connector, ObjectSignInName: n/a, ObjectId: 40b922de-ef06-430f-a397-a32d3fa5afca";"11/13/2025 06:56:10";"ObjectType: SP APP EXT, ObjectDisplayName: managedenvironments-ar-tenant-connector, ObjectSignInName: n/a, ObjectId: 40b922de-ef06-430f-a397-a32d3fa5afca";"11/13/2025 06:56:10";"alz";"Azure Landing Zones";"54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"Tenant Root Group";"";"";"inherited 54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"Mg";"54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"";"";"Owner";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Builtin";"false";"direct";"";"";"managedenvironments-ar-tenant-connector-ame";"n/a";"ccb7728a-82e2-479d-89b0-91b2659eacab";"SP APP EXT";"none";"0";"1";"True"
"1";"/providers/microsoft.management/managementgroups/54d665dd-30f1-45c5-a8d5-d6ffcdb518f9/providers/microsoft.authorization/roleassignments/3f855763-8ee5-483f-acf2-a47976dce993";"False";"";"";"";"ObjectType: User Member, ObjectDisplayName: System Administrator, ObjectSignInName: autocloudarc@autocloudarc.dev, ObjectId: 1c928d69-50e7-4ffe-a193-f1dbc9ec2ff9";"03/25/2025 19:46:36";"ObjectType: User Member, ObjectDisplayName: System Administrator, ObjectSignInName: autocloudarc@autocloudarc.dev, ObjectId: 1c928d69-50e7-4ffe-a193-f1dbc9ec2ff9";"03/25/2025 19:46:36";"alz";"Azure Landing Zones";"54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"Tenant Root Group";"";"";"inherited 54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"Mg";"54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"";"";"Reader";"acdd72a7-3385-48ef-bd42-f606fba81ae7";"Builtin";"false";"direct";"";"";"n/a";"n/a";"fcbfff18-947f-4838-93bb-7d7c05bc6104";"Unknown";"none";"0";"0";"False"
"1";"/providers/microsoft.management/managementgroups/54d665dd-30f1-45c5-a8d5-d6ffcdb518f9/providers/microsoft.authorization/roleassignments/44a04336-b618-ca79-3026-f29a0d11f0e8";"False";"";"";"";"ObjectType: User Member, ObjectDisplayName: System Administrator, ObjectSignInName: autocloudarc@autocloudarc.dev, ObjectId: 1c928d69-50e7-4ffe-a193-f1dbc9ec2ff9";"01/20/2026 23:25:27";"ObjectType: User Member, ObjectDisplayName: System Administrator, ObjectSignInName: autocloudarc@autocloudarc.dev, ObjectId: 1c928d69-50e7-4ffe-a193-f1dbc9ec2ff9";"01/20/2026 23:25:27";"alz";"Azure Landing Zones";"54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"Tenant Root Group";"";"";"inherited 54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"Mg";"54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"";"";"Azure Landing Zones Management Group Contributor (alz-mgmt)";"32d651bb-1537-3a6b-024e-2205aac0943a";"Custom";"false";"direct";"";"";"id-alz-mgmt-eastus2-apply-001";"n/a";"bbd0bbbd-16fc-4c39-a530-65ced78b7590";"SP MI Usr";"none";"0";"0";"True"
"1";"/providers/microsoft.management/managementgroups/54d665dd-30f1-45c5-a8d5-d6ffcdb518f9/providers/microsoft.authorization/roleassignments/47ed6edf-5685-450a-9753-f14584df02b2";"False";"";"";"";"ObjectType: SP APP EXT, ObjectDisplayName: managedenvironments-ar-tenant-connector, ObjectSignInName: n/a, ObjectId: 40b922de-ef06-430f-a397-a32d3fa5afca";"11/13/2025 06:56:11";"ObjectType: SP APP EXT, ObjectDisplayName: managedenvironments-ar-tenant-connector, ObjectSignInName: n/a, ObjectId: 40b922de-ef06-430f-a397-a32d3fa5afca";"11/13/2025 06:56:11";"alz";"Azure Landing Zones";"54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"Tenant Root Group";"";"";"inherited 54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"Mg";"54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"";"";"User Access Administrator";"18d7d88d-d35e-4fb5-a5c3-7773c20a72d9";"Builtin";"false";"direct";"";"";"managedenvironments-ar-tenant-connector-ame";"n/a";"ccb7728a-82e2-479d-89b0-91b2659eacab";"SP APP EXT";"none";"0";"0";"True"
"1";"/providers/microsoft.management/managementgroups/54d665dd-30f1-45c5-a8d5-d6ffcdb518f9/providers/microsoft.authorization/roleassignments/4e265705-c803-58a1-a875-e44124320cdd";"False";"";"";"";"ObjectType: SP APP EXT, ObjectDisplayName: MCAPSGov-AutomationApp, ObjectSignInName: n/a, ObjectId: d2d58a6c-d725-401a-944d-19d295b91ed0";"07/29/2025 09:10:44";"ObjectType: SP APP EXT, ObjectDisplayName: MCAPSGov-AutomationApp, ObjectSignInName: n/a, ObjectId: d2d58a6c-d725-401a-944d-19d295b91ed0";"07/29/2025 09:10:44";"alz";"Azure Landing Zones";"54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"Tenant Root Group";"";"";"inherited 54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"Mg";"54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"";"";"Owner";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Builtin";"false";"direct";"";"";"n/a";"n/a";"05db738e-a274-4212-afa7-89e639051c43";"Unknown";"none";"0";"0";"True"
"1";"/providers/microsoft.management/managementgroups/54d665dd-30f1-45c5-a8d5-d6ffcdb518f9/providers/microsoft.authorization/roleassignments/55ae285f-a1a4-44d2-a73c-dc1db15617f0";"False";"";"";"";"ObjectType: User Member, ObjectDisplayName: System Administrator, ObjectSignInName: autocloudarc@autocloudarc.dev, ObjectId: 1c928d69-50e7-4ffe-a193-f1dbc9ec2ff9";"07/17/2024 03:49:34";"ObjectType: User Member, ObjectDisplayName: System Administrator, ObjectSignInName: autocloudarc@autocloudarc.dev, ObjectId: 1c928d69-50e7-4ffe-a193-f1dbc9ec2ff9";"07/17/2024 03:49:34";"alz";"Azure Landing Zones";"54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"Tenant Root Group";"";"";"inherited 54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"Mg";"54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"";"";"Owner";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Builtin";"false";"direct";"";"";"System Administrator";"autocloudarc@autocloudarc.dev";"1c928d69-50e7-4ffe-a193-f1dbc9ec2ff9";"User Member";"none";"0";"0";"True"
"1";"/providers/microsoft.management/managementgroups/54d665dd-30f1-45c5-a8d5-d6ffcdb518f9/providers/microsoft.authorization/roleassignments/5636dc78-5f91-4d0f-8d3a-b37a4dedcef1";"False";"";"";"";"34c514a2-1abe-45df-b644-04062abac611";"04/30/2025 18:47:46";"34c514a2-1abe-45df-b644-04062abac611";"04/30/2025 18:47:46";"alz";"Azure Landing Zones";"54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"Tenant Root Group";"";"";"inherited 54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"Mg";"54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"";"";"User Access Administrator";"18d7d88d-d35e-4fb5-a5c3-7773c20a72d9";"Builtin";"false";"direct";"";"";"managedenvironments-ar-tenant-connector";"n/a";"40b922de-ef06-430f-a397-a32d3fa5afca";"SP APP EXT";"none";"0";"0";"True"
"1";"/providers/microsoft.management/managementgroups/54d665dd-30f1-45c5-a8d5-d6ffcdb518f9/providers/microsoft.authorization/roleassignments/678a90ac-20ce-4f07-804f-7cdc0bd98d10";"False";"";"";"";"ObjectType: User Member, ObjectDisplayName: System Administrator, ObjectSignInName: autocloudarc@autocloudarc.dev, ObjectId: 1c928d69-50e7-4ffe-a193-f1dbc9ec2ff9";"01/13/2026 16:41:36";"ObjectType: User Member, ObjectDisplayName: System Administrator, ObjectSignInName: autocloudarc@autocloudarc.dev, ObjectId: 1c928d69-50e7-4ffe-a193-f1dbc9ec2ff9";"01/13/2026 16:41:36";"alz";"Azure Landing Zones";"54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"Tenant Root Group";"";"";"inherited 54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"Mg";"54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"";"";"Storage Account Contributor";"17d1049b-9a84-46fb-8f53-869881c3d3ab";"Builtin";"false";"direct";"";"";"b1eac52acdcb4edbb959075e";"n/a";"a6febeda-c50d-4032-a2a1-f594333f5481";"SP MI Sys";"/providers/microsoft.management/managementgroups/54d665dd-30f1-45c5-a8d5-d6ffcdb518f9/providers/microsoft.authorization/policyassignments/b1eac52acdcb4edbb959075e (Ensure secure access to storage account containers)";"0";"0";"False"
"1";"/providers/microsoft.management/managementgroups/54d665dd-30f1-45c5-a8d5-d6ffcdb518f9/providers/microsoft.authorization/roleassignments/6f0e4ca5-7282-42d9-a329-bbee2e9261ac";"False";"";"";"";"ObjectType: User Member, ObjectDisplayName: System Administrator, ObjectSignInName: autocloudarc@autocloudarc.dev, ObjectId: 1c928d69-50e7-4ffe-a193-f1dbc9ec2ff9";"07/17/2024 03:49:54";"ObjectType: User Member, ObjectDisplayName: System Administrator, ObjectSignInName: autocloudarc@autocloudarc.dev, ObjectId: 1c928d69-50e7-4ffe-a193-f1dbc9ec2ff9";"07/17/2024 03:49:54";"alz";"Azure Landing Zones";"54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"Tenant Root Group";"";"";"inherited 54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"Mg";"54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"";"";"Reader";"acdd72a7-3385-48ef-bd42-f606fba81ae7";"Builtin";"false";"direct";"";"";"CDX-SecurityScanner";"n/a";"179fdd30-50b7-4d26-8d04-659ff0f09467";"SP APP EXT";"none";"0";"0";"False"
"1";"/providers/microsoft.management/managementgroups/54d665dd-30f1-45c5-a8d5-d6ffcdb518f9/providers/microsoft.authorization/roleassignments/6f42def4-2326-b435-cd29-c82519490328";"False";"";"";"";"ObjectType: User Member, ObjectDisplayName: System Administrator, ObjectSignInName: autocloudarc@autocloudarc.dev, ObjectId: 1c928d69-50e7-4ffe-a193-f1dbc9ec2ff9";"01/20/2026 23:25:24";"ObjectType: User Member, ObjectDisplayName: System Administrator, ObjectSignInName: autocloudarc@autocloudarc.dev, ObjectId: 1c928d69-50e7-4ffe-a193-f1dbc9ec2ff9";"01/20/2026 23:25:24";"alz";"Azure Landing Zones";"54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"Tenant Root Group";"";"";"inherited 54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"Mg";"54d665dd-30f1-45c5-a8d5-d6ffcdb518f9";"";"";"Azure Landing Zones Management Group Reader (alz-mgmt)";"bf7bae25-9c1f-9d76-7b03-e57c3d4aaec4";"Custom";"false";"direct";"";"";"id-alz-mgmt-eastus2-plan-001";"n/a";"8083fb27-b991-474f-b1e6-c2a8e20fcb25";"SP MI Usr";"none";"0";"0";"False"
